date,price
10/31/2012,71.4
9/30/2012,60.5
8/31/2012,68.7
7/31/2012,69.8
6/30/2012,73.2
5/31/2012,74.4
4/30/2012,62.9
3/31/2012,78.6
2/29/2012,75.9
1/31/2012,72.1
12/31/2011,91.1
11/30/2011,99.7
10/31/2011,107.2
9/30/2011,100.6
8/31/2011,97.9
7/31/2011,88
6/30/2011,88.9
5/31/2011,71.5
4/30/2011,76.8
3/31/2011,90.9
2/28/2011,90.5
1/31/2011,96.2
12/31/2010,110.4
11/30/2010,101.9
10/31/2010,99.8
9/30/2010,85.1
8/31/2010,103.7
7/31/2010,78.2
6/30/2010,89.7
5/31/2010,112.1
4/30/2010,85.5
3/31/2010,85.3
2/28/2010,81.2
1/31/2010,86.3
12/31/2009,107.5
11/30/2009,86.1
10/31/2009,113.5
9/30/2009,113.8
8/31/2009,130.7
7/31/2009,138.5
6/30/2009,162.5
5/31/2009,165.4
4/30/2009,124.2
3/31/2009,117.3
2/28/2009,166.6
1/31/2009,162.9
12/31/2008,190
11/30/2008,214
10/31/2008,207.2
9/30/2008,208.5
8/31/2008,103
7/31/2008,131.7
6/30/2008,126
5/31/2008,130.2
4/30/2008,119.1
3/31/2008,145.5
2/29/2008,155.2
1/31/2008,153.7
12/31/2007,145.4
11/30/2007,131.5
10/31/2007,90.18
9/30/2007,103.7
8/31/2007,111
7/31/2007,96.4
6/30/2007,77.5
5/31/2007,58.9
4/30/2007,59.8
3/31/2007,67.9
2/28/2007,69.8
1/31/2007,61.6
12/31/2006,66.8
11/30/2006,68.5
10/31/2006,60.9
9/30/2006,63.1
8/31/2006,59.8
7/31/2006,63.4
6/30/2006,65.5
5/31/2006,67.1
4/30/2006,63
3/31/2006,68.6
2/28/2006,56.86
1/31/2006,73.7
12/31/2005,72.09
11/30/2005,73.5
10/31/2005,80.08
9/30/2005,76.71
8/31/2005,78.2
7/31/2005,74.8
6/30/2005,75.6
5/31/2005,75
4/30/2005,82.53
3/31/2005,87.7
2/28/2005,90.05
1/31/2005,79.29
12/31/2004,86.6
11/30/2004,89.56
10/31/2004,96.45
9/30/2004,92.89
8/31/2004,102.66
7/31/2004,97.21
6/30/2004,93.91
5/31/2004,106.12
4/30/2004,122.93
3/31/2004,105.92
2/29/2004,90.14
1/31/2004,116.75
12/31/2003,117.91
11/30/2003,104.91
10/31/2003,118.76
9/30/2003,116.69
8/31/2003,126.55
7/31/2003,160.86
6/30/2003,103.6
5/31/2003,99.81
4/30/2003,89.27
3/31/2003,112.09
2/28/2003,105.36
1/31/2003,110.89
12/31/2002,123.89
11/30/2002,127.52
10/31/2002,135.44
9/30/2002,145.67
8/31/2002,137.63
7/31/2002,132.29
6/30/2002,119.6
5/31/2002,104.51
4/30/2002,101.45
3/31/2002,119.52
2/28/2002,105.22
1/31/2002,115.05
12/31/2001,137.36
11/30/2001,138.92
10/31/2001,117.52
9/30/2001,115.96
8/31/2001,94.28
7/31/2001,91.15
6/30/2001,96.6
5/31/2001,105.49
4/30/2001,108.72
3/31/2001,111.55
2/28/2001,110.77
1/31/2001,103.02
12/31/2000,104.91
11/30/2000,91.93
10/31/2000,87.12
9/30/2000,82.81
8/31/2000,79.54
7/31/2000,87.04
6/30/2000,96.62
5/31/2000,103.1
4/30/2000,103.83
3/31/2000,106.45
2/29/2000,106.64
1/31/2000,106.26
12/31/1999,98.89
11/30/1999,82.64
10/31/1999,94.14
9/30/1999,104.59
8/31/1999,109.1
7/31/1999,106.97
6/30/1999,102.05
5/31/1999,104.78
4/30/1999,84.85
3/31/1999,85.17
2/28/1999,101.44
1/31/1999,87.16
12/31/1998,121.13
11/30/1998,87.22
10/31/1998,121.06
9/30/1998,124.22
8/31/1998,107.25
7/31/1998,57.89
6/30/1998,75.9
5/31/1998,74.26
4/30/1998,79.95
3/31/1998,85.34
2/28/1998,82.6
1/31/1998,97.89
12/31/1997,90.54
11/30/1997,81.11
10/31/1997,102.76
9/30/1997,84.77
8/31/1997,88.52
7/31/1997,83.78
6/30/1997,83.66
5/31/1997,85.03
4/30/1997,93.67
3/31/1997,102.39
2/28/1997,102.68
1/31/1997,105.34
12/31/1996,104.69
11/30/1996,98.31
10/31/1996,112.06
9/30/1996,123.45
8/31/1996,127.65
7/31/1996,131.32
6/30/1996,122.44
5/31/1996,121.38
4/30/1996,122.51
3/31/1996,124.97
2/29/1996,110.72
1/31/1996,97.65
12/31/1995,88.52
11/30/1995,86.86
10/31/1995,97.5
9/30/1995,102.62
8/31/1995,119.89
7/31/1995,130.37
6/30/1995,140.15
5/31/1995,117.62
4/30/1995,99.01
3/31/1995,101.93
2/28/1995,104.53
1/31/1995,102.82
12/31/1994,107.8
11/30/1994,105.72
10/31/1994,108.06
9/30/1994,110.88
8/31/1994,109.7
7/31/1994,121.94
6/30/1994,133.61
5/31/1994,142.75
4/30/1994,128.36
3/31/1994,113.48
2/28/1994,102.25
1/31/1994,85.04
12/31/1993,89.33
11/30/1993,97.08
10/31/1993,81.09
9/30/1993,87.63
8/31/1993,83.67
7/31/1993,88.23
6/30/1993,84.83
5/31/1993,97.26
4/30/1993,94.09
3/31/1993,105.67
2/28/1993,105.15
1/31/1993,99.51
12/31/1992,94.94
11/30/1992,104.49
10/31/1992,127.74
9/30/1992,115.51
8/31/1992,110.85
7/31/1992,104.95
6/30/1992,91.18
5/31/1992,104.02
4/30/1992,107.63
3/31/1992,113.63
2/29/1992,105.43
1/31/1992,109.49
12/31/1991,82.85
11/30/1991,77.2
10/31/1991,90.71
9/30/1991,78.08
8/31/1991,84.62
7/31/1991,73.23
6/30/1991,77.77
5/31/1991,81.41
4/30/1991,92.04
3/31/1991,90.37
2/28/1991,89.74
1/31/1991,95
12/31/1990,116.37
11/30/1990,95.82
10/31/1990,109.46
9/30/1990,113.06
8/31/1990,115.73
7/31/1990,99.29
6/30/1990,96.98
5/31/1990,94.7
4/30/1990,104.63
3/31/1990,103.89
2/28/1990,105.72
1/31/1990,105.5
