Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend, Price ,Earnings, Earnings ,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns
1955-05,37.6,1.57,3.13,26.7,1955.37,2.76,455.44,18.98,"41,215.00",37.95,"3,434.58",16.52,,21.1,,7.37%,1,11.26,10.98%,0.94%,10.04%
1955-06,39.78,1.57,3.22,26.7,1955.46,2.78,481.85,19.02,"43,748.00",39,"3,541.19",17.37,,22.16,,6.94%,0.99,11.27,9.74%,0.90%,8.84%
1955-07,42.69,1.59,3.29,26.8,1955.54,2.9,515.17,19.15,"46,917.96",39.74,"3,619.50",18.45,,23.5,,6.52%,1,11.13,8.99%,1.06%,7.92%
1955-08,42.43,1.6,3.37,26.8,1955.62,2.97,512.03,19.35,"46,779.05",40.63,"3,711.75",18.22,,23.17,,6.52%,1,11.09,9.25%,1.10%,8.15%
1955-09,44.34,1.62,3.44,26.9,1955.71,2.97,533.09,19.48,"48,851.38",41.36,"3,790.00",18.84,,23.93,,6.38%,1.01,11.08,9.16%,1.11%,8.05%
1955-10,42.11,1.63,3.5,26.9,1955.79,2.88,506.28,19.56,"46,543.84",42.08,"3,868.52",17.77,,22.53,,6.79%,1,11.19,9.93%,0.96%,8.96%
1955-11,44.95,1.63,3.56,26.9,1955.87,2.89,540.42,19.64,"49,833.31",42.8,"3,946.75",18.84,,23.84,,6.46%,1,11.21,9.30%,0.90%,8.39%
1955-12,45.37,1.64,3.62,26.8,1955.96,2.96,547.51,19.79,"50,638.70",43.68,"4,040.38",18.94,,23.94,,6.26%,1.01,11.21,9.07%,0.77%,8.29%
1956-01,44.15,1.67,3.64,26.8,1956.04,2.9,532.79,20.15,"49,432.35",43.97,"4,079.24",18.29,,23.08,,6.51%,1.01,11.3,9.54%,0.74%,8.80%
1956-02,44.43,1.7,3.67,26.8,1956.12,2.84,536.17,20.52,"49,904.47",44.25,"4,118.46",18.27,,23.02,,6.64%,0.99,11.38,9.32%,0.47%,8.86%
1956-03,47.49,1.73,3.69,26.8,1956.21,2.96,573.09,20.88,"53,503.44",44.53,"4,157.25",19.37,,24.37,,6.09%,0.98,11.29,8.10%,0.52%,7.58%
1956-04,48.05,1.75,3.66,26.9,1956.29,3.18,577.7,21.08,"54,097.11",44,"4,120.61",19.37,,24.34,,5.85%,1.01,11.07,8.27%,0.80%,7.47%
1956-05,46.54,1.78,3.63,27,1956.37,3.07,557.47,21.28,"52,369.08",43.48,"4,084.65",18.54,,23.27,,6.18%,1.01,11.16,8.07%,0.73%,7.34%
1956-06,46.27,1.8,3.6,27.2,1956.46,3,550.16,21.4,"51,849.98",42.8,"4,034.15",18.16,,22.77,,6.33%,0.99,11.17,8.08%,0.71%,7.38%
1956-07,48.78,1.81,3.55,27.4,1956.54,3.11,575.77,21.4,"54,431.77",41.94,"3,965.03",18.86,,23.62,,5.50%,0.98,11.02,7.53%,0.69%,6.83%
1956-08,48.49,1.83,3.51,27.3,1956.62,3.33,574.44,21.64,"54,476.85",41.54,"3,939.62",18.67,,23.37,,5.08%,1,10.88,6.81%,0.64%,6.17%
1956-09,46.84,1.84,3.46,27.4,1956.71,3.38,552.87,21.72,"52,602.72",40.84,"3,885.68",17.84,,22.31,,5.22%,1.01,10.82,6.84%,0.77%,6.07%
1956-10,46.24,1.81,3.44,27.5,1956.79,3.34,543.8,21.25,"51,908.53",40.5,"3,865.45",17.42,,21.78,,5.23%,0.99,10.85,6.86%,0.86%,6.00%
1956-11,45.76,1.77,3.43,27.5,1956.87,3.49,538.16,20.86,"51,535.58",40.3,"3,859.17",17.12,,21.39,,4.94%,0.99,10.75,7.49%,0.88%,6.61%
1956-12,46.44,1.74,3.41,27.6,1956.96,3.59,544.18,20.39,"52,274.62",39.96,"3,838.42",17.2,,21.47,,4.75%,1.01,10.65,7.41%,1.27%,6.15%
1957-01,45.43,1.74,3.41,27.6,1957.04,3.46,532.34,20.35,"51,300.63",39.92,"3,846.89",16.72,,20.86,,5.05%,1.01,10.8,8.05%,1.37%,6.68%
1957-02,43.47,1.73,3.4,27.7,1957.12,3.34,507.54,20.24,"49,072.66",39.74,"3,841.97",15.84,,19.76,,5.54%,1,10.9,8.93%,1.28%,7.65%
1957-03,44.03,1.73,3.4,27.8,1957.21,3.41,512.23,20.13,"49,688.20",39.55,"3,836.93",15.9,,19.82,,5.29%,1,10.82,9.04%,1.43%,7.62%
1957-04,45.05,1.73,3.41,27.9,1957.29,3.48,522.21,20.05,"50,819.17",39.49,"3,842.93",16.12,,20.09,,5.17%,0.99,10.75,8.98%,1.46%,7.52%
1957-05,46.78,1.73,3.41,28,1957.37,3.6,540.33,19.98,"52,744.30",39.43,"3,848.52",16.6,,20.66,,4.91%,0.99,10.64,8.76%,1.37%,7.40%
1957-06,47.55,1.73,3.42,28.1,1957.46,3.8,547.27,19.91,"53,583.65",39.36,"3,853.97",16.73,,20.81,,4.65%,0.99,10.46,8.45%,1.42%,7.03%
1957-07,48.51,1.74,3.44,28.3,1957.54,3.93,554.37,19.88,"54,441.38",39.27,"3,856.88",16.87,,20.96,,4.46%,1,10.31,8.46%,1.47%,6.99%
1957-08,45.84,1.75,3.45,28.3,1957.62,3.93,523.86,20,"51,608.58",39.46,"3,887.90",15.87,,19.7,,4.69%,1,10.34,9.21%,1.35%,7.86%
1957-09,43.98,1.76,3.47,28.3,1957.71,3.92,502.6,20.11,"49,679.64",39.66,"3,919.70",15.16,,18.81,,4.77%,1,10.38,9.77%,1.31%,8.46%
1957-10,41.24,1.77,3.44,28.3,1957.79,3.97,471.29,20.23,"46,751.16",39.27,"3,895.93",14.15,,17.55,,5.19%,1.02,10.37,10.42%,1.19%,9.23%
1957-11,40.35,1.78,3.4,28.4,1957.87,3.72,459.5,20.27,"45,748.72",38.76,"3,858.69",13.74,,17.04,,5.65%,1.05,10.59,10.30%,0.80%,9.51%
1957-12,40.33,1.79,3.37,28.4,1957.96,3.21,459.27,20.38,"45,895.17",38.38,"3,835.03",13.67,,16.95,,6.06%,1.01,11.08,10.58%,0.40%,10.18%
1958-01,41.12,1.78,3.29,28.6,1958.04,3.09,464.99,20.17,"46,634.89",37.24,"3,735.02",13.79,,17.09,,6.06%,1.01,11.14,10.33%,0.46%,9.87%
1958-02,41.26,1.78,3.22,28.6,1958.12,3.05,466.57,20.09,"46,961.58",36.37,"3,661.17",13.78,,17.09,,6.19%,1.01,11.21,9.74%,0.39%,9.35%
1958-03,42.11,1.77,3.14,28.8,1958.21,2.98,472.88,19.88,"47,762.91",35.26,"3,561.52",13.93,,17.26,,6.30%,1.01,11.22,9.35%,0.26%,9.10%
1958-04,42.34,1.76,3.07,28.9,1958.29,2.88,473.82,19.66,"48,023.08",34.36,"3,482.07",13.91,,17.24,,6.27%,1,11.31,10.07%,0.28%,9.80%
1958-05,43.7,1.74,3,28.9,1958.37,2.92,489.04,19.51,"49,730.41",33.57,"3,413.99",14.32,,17.74,,5.98%,1,11.3,9.94%,0.13%,9.80%
1958-06,44.75,1.73,2.93,28.9,1958.46,2.97,500.79,19.36,"51,089.36",32.79,"3,345.07",14.64,,18.12,,5.70%,0.98,11.28,9.89%,0.25%,9.64%
1958-07,45.98,1.73,2.91,29,1958.54,3.2,512.78,19.29,"52,476.62",32.49,"3,324.96",14.96,,18.51,,5.23%,0.97,11.05,9.54%,0.62%,8.93%
1958-08,47.7,1.73,2.9,28.9,1958.62,3.54,533.8,19.36,"54,793.12",32.42,"3,327.41",15.54,,19.23,,4.56%,0.98,10.8,8.83%,0.92%,7.90%
1958-09,48.96,1.73,2.88,28.9,1958.71,3.76,547.9,19.36,"56,406.09",32.23,"3,318.01",15.93,,19.7,,4.18%,1,10.64,8.85%,1.06%,7.79%
1958-10,50.95,1.74,2.88,28.9,1958.79,3.8,570.17,19.43,"58,865.47",32.27,"3,331.28",16.56,,20.46,,3.95%,1.01,10.63,8.62%,0.96%,7.66%
1958-11,52.5,1.74,2.89,29,1958.87,3.74,585.49,19.44,"60,614.38",32.19,"3,332.83",16.99,,20.97,,3.97%,0.99,10.68,8.46%,0.84%,7.62%
1958-12,53.49,1.75,2.89,28.9,1958.96,3.86,598.59,19.58,"62,140.04",32.34,"3,357.35",17.36,,21.4,,3.73%,0.99,10.65,8.30%,0.64%,7.66%
1959-01,55.62,1.76,2.96,29,1959.04,4.02,620.28,19.59,"64,561.16",33.05,"3,439.70",17.98,,22.14,,3.45%,1.01,10.51,7.42%,0.79%,6.63%
1959-02,54.77,1.76,3.04,28.9,1959.12,3.96,612.92,19.73,"63,965.66",33.98,"3,546.51",17.76,,21.84,,3.63%,1,10.63,7.44%,0.56%,6.88%
1959-03,56.16,1.77,3.11,28.9,1959.21,3.99,628.47,19.81,"65,761.30",34.8,"3,641.70",18.2,,22.36,,3.46%,0.99,10.64,6.84%,0.44%,6.41%
1959-04,57.1,1.78,3.21,29,1959.29,4.12,636.79,19.81,"66,804.21",35.76,"3,751.65",18.43,,22.61,,3.26%,0.99,10.53,6.86%,0.64%,6.22%
1959-05,57.96,1.78,3.3,29,1959.37,4.31,646.38,19.89,"67,984.24",36.84,"3,874.64",18.69,,22.89,,3.04%,1,10.4,7.01%,0.67%,6.34%
1959-06,57.46,1.79,3.4,29.1,1959.46,4.34,638.6,19.89,"67,340.52",37.79,"3,984.65",18.45,,22.56,,3.07%,1,10.38,6.51%,0.51%,6.00%
1959-07,59.74,1.8,3.41,29.2,1959.54,4.4,661.67,19.9,"69,947.68",37.77,"3,992.66",19.09,,23.31,,2.95%,1,10.33,5.59%,0.45%,5.15%
1959-08,59.4,1.8,3.42,29.2,1959.62,4.43,657.9,19.97,"69,725.54",37.88,"4,014.50",18.96,,23.11,,2.91%,0.98,10.34,5.54%,0.46%,5.08%
1959-09,57.05,1.81,3.43,29.3,1959.71,4.68,629.72,19.98,"66,914.93",37.86,"4,023.11",18.12,,22.07,,2.90%,1.02,10.14,6.01%,0.34%,5.67%
1959-10,57,1.82,3.42,29.4,1959.79,4.53,627.03,19.98,"66,805.84",37.58,"4,004.45",18.02,,21.91,,3.20%,1,10.27,6.11%,0.27%,5.84%
1959-11,57.23,1.82,3.4,29.4,1959.87,4.53,629.56,20.06,"67,253.49",37.44,"3,999.40",18.07,,21.95,,3.14%,0.99,10.31,6.09%,0.21%,5.88%
1959-12,59.06,1.83,3.39,29.4,1959.96,4.69,649.69,20.13,"69,583.21",37.29,"3,994.02",18.62,,22.59,,2.90%,1,10.21,5.13%,-0.06%,5.18%
1960-01,58.03,1.87,3.39,29.3,1960.04,4.72,640.53,20.6,"68,786.93",37.42,"4,018.40",18.34,,22.22,,2.96%,1.02,10.26,5.16%,-0.16%,5.32%
1960-02,55.78,1.9,3.39,29.4,1960.12,4.49,613.61,20.94,"66,082.33",37.29,"4,016.12",17.55,,21.23,,3.47%,1.02,10.46,5.19%,0.04%,5.15%
1960-03,55.02,1.94,3.39,29.4,1960.21,4.25,605.24,21.34,"65,373.49",37.29,"4,027.92",17.29,,20.9,,3.76%,1,10.7,5.45%,-0.06%,5.52%
1960-04,55.73,1.94,3.35,29.5,1960.29,4.28,610.98,21.31,"66,184.39",36.69,"3,974.47",17.43,,21.06,,3.71%,1,10.68,4.95%,-0.28%,5.23%
1960-05,55.22,1.95,3.3,29.5,1960.37,4.35,605.39,21.34,"65,771.38",36.21,"3,934.53",17.26,,20.83,,3.66%,1.02,10.65,3.75%,-0.59%,4.33%
1960-06,57.26,1.95,3.26,29.6,1960.46,4.15,625.63,21.31,"68,163.66",35.62,"3,880.78",17.82,,21.49,,3.67%,1.02,10.83,3.30%,-0.69%,3.98%
1960-07,55.84,1.95,3.26,29.6,1960.54,3.9,610.11,21.31,"66,666.71",35.66,"3,896.05",17.38,,20.94,,3.93%,1.01,11.09,3.53%,-0.65%,4.18%
1960-08,56.51,1.95,3.27,29.6,1960.62,3.8,617.44,21.31,"67,660.62",35.69,"3,911.25",17.58,,21.17,,3.88%,1,11.22,3.71%,-0.75%,4.46%
1960-09,54.81,1.95,3.27,29.6,1960.71,3.8,598.86,21.31,"65,819.74",35.73,"3,926.85",17.05,,20.51,,4.02%,1,11.25,4.58%,-0.67%,5.25%
1960-10,53.73,1.95,3.27,29.8,1960.79,3.89,583.12,21.16,"64,283.59",35.49,"3,912.29",16.61,,19.96,,4.07%,1,11.13,5.03%,-0.51%,5.54%
1960-11,55.47,1.95,3.27,29.8,1960.87,3.93,602,21.16,"66,559.78",35.49,"3,923.75",17.15,,20.59,,3.80%,1.01,11.13,4.63%,-0.16%,4.79%
1960-12,56.8,1.95,3.27,29.8,1960.96,3.84,616.44,21.16,"68,350.66",35.49,"3,934.98",17.56,,21.07,,3.63%,1,11.25,5.03%,0.06%,4.96%
1961-01,59.72,1.95,3.21,29.8,1961.04,3.84,648.13,21.13,"72,059.67",34.84,"3,873.27",18.47,,22.14,,3.18%,1.01,11.28,4.89%,0.19%,4.70%
1961-02,62.17,1.94,3.15,29.8,1961.12,3.78,674.72,21.09,"75,211.31",34.19,"3,810.77",19.23,,23.03,,2.91%,1.01,11.37,4.85%,0.24%,4.61%
1961-03,64.12,1.94,3.09,29.8,1961.21,3.74,695.88,21.05,"77,765.94",33.54,"3,747.61",19.84,,23.73,,2.75%,1,11.45,4.76%,0.50%,4.26%
1961-04,65.83,1.94,3.07,29.8,1961.29,3.78,714.44,21.05,"80,035.93",33.32,"3,732.50",20.38,,24.35,,2.58%,1.01,11.45,4.81%,0.43%,4.39%
1961-05,66.5,1.94,3.05,29.8,1961.37,3.71,721.71,21.05,"81,047.07",33.1,"3,717.20",20.6,,24.58,,2.56%,0.99,11.55,4.51%,-0.08%,4.59%
1961-06,65.62,1.94,3.03,29.8,1961.46,3.88,712.16,21.05,"80,171.60",32.88,"3,701.92",20.33,,24.24,,2.45%,1,11.42,4.38%,-0.09%,4.47%
1961-07,65.44,1.95,3.04,30,1961.54,3.92,705.47,20.99,"79,615.55",32.74,"3,694.47",20.15,,24,,2.52%,0.99,11.35,4.38%,-0.14%,4.52%
1961-08,67.79,1.95,3.04,29.9,1961.62,4.04,733.25,21.13,"82,949.14",32.92,"3,723.88",20.94,,24.93,,2.18%,1.01,11.31,3.77%,0.03%,3.74%
1961-09,67.26,1.96,3.05,30,1961.71,3.98,725.09,21.13,"82,225.48",32.88,"3,728.63",20.71,,24.63,,2.25%,1.01,11.37,4.11%,0.35%,3.76%
1961-10,68,1.98,3.1,30,1961.79,3.92,733.07,21.35,"83,331.84",33.38,"3,794.87",20.92,,24.87,,2.22%,1,11.46,3.75%,0.45%,3.30%
1961-11,71.08,2,3.14,30,1961.87,3.94,766.27,21.56,"87,310.53",33.89,"3,861.08",21.86,,25.96,,1.92%,0.99,11.48,2.81%,0.58%,2.23%
1961-12,71.74,2.02,3.19,30,1961.96,4.06,773.39,21.78,"88,328.00",34.39,"3,927.60",22.04,,26.16,,1.73%,1,11.4,3.35%,0.55%,2.80%
1962-01,69.07,2.03,3.25,30,1962.04,4.08,744.61,21.85,"85,248.58",35.04,"4,011.26",21.2,,25.14,,1.89%,1.01,11.42,4.17%,0.57%,3.60%
1962-02,70.22,2.03,3.31,30.1,1962.12,4.04,754.49,21.85,"86,588.45",35.56,"4,081.57",21.45,,25.43,,1.98%,1.01,11.46,4.17%,0.44%,3.73%
1962-03,70.29,2.04,3.37,30.1,1962.21,3.93,755.24,21.92,"86,884.40",36.21,"4,165.61",21.44,,25.4,,2.09%,1.01,11.6,4.38%,0.35%,4.03%
1962-04,68.05,2.05,3.4,30.2,1962.29,3.84,728.75,21.92,"84,047.16",36.45,"4,203.38",20.66,,24.46,,2.35%,1,11.69,4.83%,0.21%,4.62%
1962-05,62.99,2.05,3.44,30.2,1962.37,3.87,674.56,21.99,"78,008.99",36.8,"4,256.09",19.09,,22.59,,2.72%,1,11.7,5.51%,0.28%,5.23%
1962-06,55.63,2.06,3.47,30.2,1962.46,3.91,595.74,22.06,"69,106.71",37.16,"4,310.63",16.83,,19.92,,3.35%,1,11.7,6.83%,0.32%,6.51%
1962-07,56.97,2.07,3.49,30.3,1962.54,4.01,608.08,22.06,"70,751.01",37.25,"4,334.23",17.14,,20.29,,3.10%,1.01,11.6,6.47%,0.41%,6.07%
1962-08,58.52,2.07,3.51,30.3,1962.62,3.98,624.63,22.13,"72,890.52",37.46,"4,371.94",17.57,,20.8,,2.98%,1,11.67,6.52%,0.30%,6.22%
1962-09,58,2.08,3.53,30.4,1962.71,3.98,617.04,22.13,"72,220.38",37.55,"4,395.48",17.32,,20.5,,3.10%,1.01,11.67,6.47%,0.08%,6.39%
1962-10,56.17,2.1,3.58,30.4,1962.79,3.93,597.57,22.31,"70,159.26",38.05,"4,467.45",16.74,,19.82,,3.35%,1,11.75,6.77%,0.06%,6.71%
1962-11,60.04,2.11,3.62,30.4,1962.87,3.92,638.74,22.48,"75,213.06",38.55,"4,539.00",17.85,,21.13,,2.99%,1.01,11.8,6.55%,0.20%,6.35%
1962-12,62.64,2.13,3.67,30.4,1962.96,3.86,666.4,22.66,"78,692.48",39.04,"4,610.49",18.59,,22,,2.83%,1.01,11.9,6.29%,0.09%,6.20%
1963-01,65.06,2.14,3.68,30.4,1963.04,3.83,692.15,22.73,"81,956.33",39.19,"4,639.90",19.26,,22.79,,2.71%,1,11.97,5.94%,-0.01%,5.95%
1963-02,65.92,2.14,3.7,30.4,1963.12,3.92,701.3,22.8,"83,264.67",39.33,"4,669.33",19.47,,23.03,,2.60%,1,11.92,5.34%,-0.12%,5.46%
1963-03,65.67,2.15,3.71,30.5,1963.21,3.93,696.35,22.8,"82,902.50",39.34,"4,683.54",19.29,,22.81,,2.63%,1,11.91,5.14%,-0.20%,5.34%
1963-04,68.76,2.17,3.75,30.5,1963.29,3.97,729.11,22.97,"87,031.28",39.8,"4,750.69",20.15,,23.82,,2.37%,1.01,11.91,4.39%,-0.18%,4.57%
1963-05,70.14,2.18,3.8,30.5,1963.37,3.93,743.74,23.15,"89,008.27",40.26,"4,818.01",20.51,,24.23,,2.29%,1,11.98,3.81%,-0.39%,4.20%
1963-06,70.11,2.2,3.84,30.6,1963.46,3.99,741,23.25,"88,911.34",40.59,"4,869.77",20.38,,24.08,,2.25%,1,11.93,3.55%,-0.39%,3.93%
1963-07,69.07,2.2,3.88,30.7,1963.54,4.02,727.63,23.21,"87,539.22",40.87,"4,917.51",19.97,,23.58,,2.36%,1,11.9,3.81%,-0.49%,4.30%
1963-08,70.98,2.21,3.92,30.7,1963.62,4,747.75,23.25,"90,193.01",41.3,"4,981.07",20.47,,24.16,,2.21%,1,11.96,3.14%,-0.85%,3.99%
1963-09,72.85,2.21,3.96,30.7,1963.71,4.08,767.45,23.28,"92,803.20",41.72,"5,044.62",20.96,,24.73,,2.02%,1,11.92,3.03%,-0.56%,3.59%
1963-10,73.03,2.23,3.98,30.8,1963.79,4.11,766.85,23.45,"92,966.77",41.79,"5,066.52",20.89,,24.63,,2.00%,1,11.89,3.35%,-0.36%,3.71%
1963-11,72.62,2.26,4,30.8,1963.87,4.12,762.54,23.7,"92,684.23",42,"5,105.16",20.72,,24.42,,2.07%,1,11.92,2.58%,-0.35%,2.93%
1963-12,74.17,2.28,4.02,30.9,1963.96,4.13,776.3,23.86,"94,597.84",42.08,"5,127.19",21.04,,24.79,,2.02%,1,11.92,1.59%,-0.36%,1.95%
1964-01,76.45,2.3,4.07,30.9,1964.04,4.17,800.16,24.04,"97,749.90",42.63,"5,208.21",21.63,,25.47,,1.85%,1.01,11.92,1.34%,-0.57%,1.91%
1964-02,77.39,2.31,4.13,30.9,1964.12,4.15,810,24.21,"99,198.28",43.19,"5,289.55",21.83,,25.7,,1.83%,1,11.98,0.81%,-0.67%,1.48%
1964-03,78.8,2.33,4.18,30.9,1964.21,4.22,824.76,24.39,"101,254.50",43.75,"5,371.11",22.17,,26.08,,1.69%,1,11.95,0.93%,-0.89%,1.82%
1964-04,79.94,2.35,4.23,30.9,1964.29,4.23,836.69,24.56,"102,970.63",44.27,"5,448.66",22.42,,26.37,,1.66%,1.01,11.98,0.22%,-10.11%,1.33%
1964-05,80.72,2.36,4.28,30.9,1964.37,4.2,844.85,24.74,"104,229.03",44.8,"5,526.51",22.57,,26.54,,1.63%,1.01,12.06,-0.30%,-10.28%,0.98%
1964-06,80.24,2.38,4.33,31,1964.46,4.17,837.12,24.83,"103,530.28",45.17,"5,586.82",22.3,,26.2,,1.74%,1,12.09,-0.27%,-10.29%,1.02%
1964-07,83.22,2.4,4.38,31.1,1964.54,4.19,865.42,24.96,"107,287.21",45.51,"5,642.40",22.98,,26.99,,1.62%,1,12.07,-10.89%,-10.48%,-0.41%
1964-08,82,2.42,4.42,31,1964.62,4.19,855.48,25.25,"106,316.23",46.15,"5,735.02",22.65,,26.58,,1.65%,1,12.15,-2.30%,-10.76%,-0.54%
1964-09,83.41,2.44,4.47,31.1,1964.71,4.2,867.39,25.37,"108,059.40",46.48,"5,790.98",22.89,,26.85,,1.67%,1,12.15,-3.60%,-10.81%,-10.79%
1964-10,84.85,2.46,4.5,31.1,1964.79,4.19,882.37,25.58,"110,190.53",46.76,"5,839.60",23.21,,27.21,,1.62%,1.01,12.2,-3.65%,-10.79%,-10.87%
1964-11,85.44,2.48,4.52,31.2,1964.87,4.15,885.65,25.71,"110,868.63",46.89,"5,869.56",23.23,,27.21,,1.69%,1,12.24,-3.43%,-10.68%,-10.75%
1964-12,83.96,2.5,4.55,31.2,1964.96,4.18,870.31,25.91,"109,218.49",47.16,"5,918.82",22.75,,26.65,,1.78%,1,12.25,-3.97%,-10.54%,-2.43%
1965-01,86.12,2.52,4.59,31.2,1965.04,4.19,892.7,26.09,"112,301.12",47.61,"5,989.74",23.27,,27.24,,1.68%,1,12.29,-3.48%,-10.59%,-10.89%
1965-02,86.75,2.53,4.64,31.2,1965.12,4.21,899.23,26.26,"113,397.94",48.06,"6,060.97",23.37,,27.34,,1.64%,1,12.31,-2.65%,-10.55%,-10.10%
1965-03,86.83,2.55,4.68,31.3,1965.21,4.21,897.19,26.35,"113,416.77",48.36,"6,112.99",23.25,,27.19,,1.69%,1,12.31,-2.21%,-10.76%,-0.46%
1965-04,87.97,2.57,4.73,31.4,1965.29,4.2,906.07,26.47,"114,818.74",48.75,"6,177.96",23.42,,27.37,,1.70%,1,12.33,-2.23%,-2.08%,-0.15%
1965-05,89.28,2.59,4.79,31.4,1965.37,4.21,919.56,26.68,"116,810.27",49.3,"6,262.68",23.71,,27.68,,1.64%,1,12.36,-10.81%,-10.98%,0.17%
1965-06,85.04,2.61,4.84,31.6,1965.46,4.21,870.35,26.71,"110,841.40",49.54,"6,308.47",22.39,,26.12,,1.96%,1,12.33,-10.09%,-10.83%,0.74%
1965-07,84.91,2.63,4.89,31.6,1965.54,4.2,869.02,26.88,"110,957.26",50.01,"6,385.72",22.3,,26.01,,1.95%,1,12.38,-10.17%,-2.05%,0.88%
1965-08,86.49,2.64,4.93,31.6,1965.62,4.25,885.19,27.05,"113,309.79",50.49,"6,463.11",22.67,,26.42,,1.82%,1,12.37,-2.11%,-2.22%,0.12%
1965-09,89.38,2.66,4.98,31.6,1965.71,4.29,914.77,27.22,"117,386.36",50.97,"6,540.43",23.37,,27.22,,1.61%,1,12.38,-2.59%,-2.23%,-0.36%
1965-10,91.39,2.68,5.05,31.7,1965.79,4.35,932.39,27.34,"119,939.93",51.52,"6,627.60",23.78,,27.67,,1.51%,1,12.32,-2.38%,-10.98%,-0.40%
1965-11,92.15,2.7,5.12,31.7,1965.87,4.45,940.14,27.55,"121,232.64",52.24,"6,735.88",23.93,,27.82,,1.39%,0.99,12.27,-2.36%,-10.88%,-0.47%
1965-12,91.73,2.72,5.19,31.8,1965.96,4.62,932.92,27.66,"120,597.86",52.78,"6,823.32",23.69,,27.53,,1.33%,1,12.11,-2.46%,-10.69%,-0.76%
1966-01,93.32,2.74,5.24,31.8,1966.04,4.61,949.09,27.87,"122,988.43",53.29,"6,905.91",24.06,,27.92,,1.27%,0.99,12.17,-10.77%,-10.52%,-0.26%
1966-02,92.69,2.76,5.29,32,1966.12,4.83,936.79,27.89,"121,695.88",53.46,"6,945.42",23.7,,27.48,,1.18%,1,11.93,-10.30%,-10.33%,0.03%
1966-03,88.88,2.78,5.34,32.1,1966.21,4.87,895.48,28.01,"116,633.28",53.8,"7,007.45",22.61,,26.2,,1.37%,1.01,11.9,-0.82%,-10.22%,0.40%
1966-04,91.6,2.8,5.38,32.3,1966.29,4.75,917.17,28,"119,762.26",53.87,"7,034.07",23.11,,26.76,,1.42%,1,11.99,-10.01%,-10.15%,0.14%
1966-05,86.78,2.81,5.42,32.3,1966.37,4.78,868.91,28.17,"113,766.89",54.27,"7,105.51",21.85,,25.28,,1.60%,1,12.01,-0.61%,-10.40%,0.79%
1966-06,86.06,2.83,5.46,32.4,1966.46,4.81,859.04,28.25,"112,782.98",54.5,"7,155.42",21.56,,24.93,,1.59%,0.99,11.99,-0.49%,-10.35%,0.86%
1966-07,85.84,2.85,5.48,32.5,1966.54,5.02,854.21,28.36,"112,458.82",54.5,"7,174.97",21.38,,24.71,,1.38%,0.99,11.8,-0.25%,-10.16%,0.92%
1966-08,80.65,2.87,5.49,32.7,1966.62,5.22,797.65,28.39,"105,324.59",54.33,"7,174.00",19.91,,23.01,,1.62%,1.01,11.6,0.30%,-0.94%,1.24%
1966-09,77.81,2.89,5.51,32.7,1966.71,5.18,769.57,28.58,"101,930.22",54.5,"7,218.04",19.16,,22.14,,1.82%,1.02,11.68,0.84%,-0.86%,1.69%
1966-10,77.13,2.88,5.52,32.9,1966.79,5.01,758.2,28.34,"100,738.05",54.3,"7,213.92",18.83,,21.75,,2.11%,0.99,11.82,0.59%,-0.84%,1.42%
1966-11,80.99,2.88,5.54,32.9,1966.87,5.16,796.15,28.28,"106,092.62",54.43,"7,252.75",19.71,,22.77,,1.72%,1.03,11.73,0.01%,-0.63%,0.65%
1966-12,81.33,2.87,5.55,32.9,1966.96,4.84,799.49,28.21,"106,851.30",54.56,"7,291.59",19.74,,22.79,,2.00%,1.02,12.08,0.28%,-0.60%,0.88%
1967-01,84.45,2.88,5.52,32.9,1967.04,4.58,830.16,28.31,"111,265.66",54.23,"7,268.39",20.43,,23.59,,2.09%,1,12.37,-0.23%,-10.08%,0.85%
1967-02,87.36,2.89,5.48,32.9,1967.12,4.63,858.77,28.41,"115,416.99",53.9,"7,244.38",21.07,,24.32,,1.85%,1.01,12.37,-0.93%,-10.24%,0.31%
1967-03,89.42,2.9,5.45,33,1967.21,4.54,876.35,28.42,"118,098.91",53.41,"7,197.93",21.44,,24.74,,1.85%,1,12.47,-10.23%,-10.38%,0.14%
1967-04,90.96,2.9,5.41,33.1,1967.29,4.59,888.75,28.34,"120,088.09",52.86,"7,142.44",21.69,,25.01,,1.75%,0.98,12.43,-10.60%,-10.31%,-0.29%
1967-05,92.59,2.9,5.37,33.2,1967.37,4.85,901.95,28.25,"122,189.97",52.31,"7,086.73",21.95,,25.3,,1.42%,0.99,12.19,-10.81%,-10.16%,-0.65%
1967-06,91.43,2.9,5.33,33.3,1967.46,5.02,887.98,28.17,"120,614.76",51.77,"7,031.35",21.55,,24.84,,1.33%,0.99,12.04,-10.66%,-0.92%,-0.74%
1967-07,93.01,2.91,5.32,33.4,1967.54,5.16,900.62,28.15,"122,650.32",51.51,"7,015.37",21.8,,25.12,,1.10%,1,11.92,-10.75%,-0.85%,-0.90%
1967-08,94.49,2.91,5.31,33.5,1967.62,5.28,912.22,28.13,"124,549.21",51.26,"6,999.22",22.03,,25.37,,0.96%,1,11.83,-2.14%,-0.79%,-10.35%
