Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend, Price ,Earnings, Earnings ,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns
1871-01,4.44,0.26,0.4,12.46,1871.04,5.32,115.21,6.75,115.21,10.38,10.38,NA,,NA,,,1,1,13.06%,9.25%,3.81%
1871-02,4.5,0.26,0.4,12.84,1871.13,5.32,113.3,6.55,113.85,10.07,10.12,NA,,NA,,,1,0.97,13.09%,9.46%,3.62%
1871-03,4.61,0.26,0.4,13.03,1871.21,5.33,114.38,6.45,115.47,9.92,10.02,NA,,NA,,,1,0.96,13.10%,9.62%,3.48%
1871-04,4.74,0.26,0.4,12.56,1871.29,5.33,122.06,6.7,123.79,10.3,10.45,NA,,NA,,,1,1,12.21%,9.10%,3.11%
1871-05,4.86,0.26,0.4,12.27,1871.38,5.33,128.06,6.85,130.45,10.54,10.74,NA,,NA,,,1,1.03,12.26%,8.95%,3.31%
1871-06,4.82,0.26,0.4,12.08,1871.46,5.34,129.01,6.96,132.01,10.71,10.95,NA,,NA,,,1,1.05,12.31%,8.77%,3.54%
1871-07,4.73,0.26,0.4,12.08,1871.54,5.34,126.6,6.96,130.14,10.71,11.01,NA,,NA,,,1,1.06,12.00%,8.66%,3.34%
1871-08,4.79,0.26,0.4,11.89,1871.63,5.34,130.25,7.07,134.5,10.88,11.23,NA,,NA,,,1,1.08,11.19%,8.27%,2.93%
1871-09,4.84,0.26,0.4,12.18,1871.71,5.35,128.53,6.9,133.31,10.62,11.02,NA,,NA,,,1,1.06,11.00%,8.10%,2.90%
1871-10,4.59,0.26,0.4,12.37,1871.79,5.35,120.02,6.8,125.07,10.46,10.9,NA,,NA,,,1,1.05,11.48%,8.17%,3.31%
1871-11,4.64,0.26,0.4,12.37,1871.88,5.35,121.32,6.8,127.02,10.46,10.95,NA,,NA,,,1,1.05,11.53%,8.26%,3.27%
1871-12,4.74,0.26,0.4,12.65,1871.96,5.36,121.14,6.64,127.41,10.22,10.75,NA,,NA,,,1,1.03,11.21%,8.50%,2.71%
1872-01,4.86,0.26,0.4,12.65,1872.04,5.36,124.21,6.73,131.23,10.29,10.87,NA,,NA,,,1,1.04,10.77%,8.49%,2.28%
1872-02,4.88,0.27,0.41,12.65,1872.13,5.38,124.72,6.82,132.37,10.35,10.99,NA,,NA,,,1,1.04,10.38%,8.39%,1.98%
1872-03,5.04,0.27,0.41,12.84,1872.21,5.4,126.9,6.8,135.28,10.26,10.94,NA,,NA,,,1,1.03,10.17%,8.55%,1.62%
1872-04,5.18,0.27,0.41,13.13,1872.29,5.42,127.59,6.73,136.62,10.1,10.81,NA,,NA,,,1,1.01,10.01%,8.69%,1.32%
1872-05,5.18,0.28,0.41,13.13,1872.38,5.43,127.59,6.82,137.23,10.16,10.93,NA,,NA,,,1,1.01,9.78%,8.59%,1.19%
1872-06,5.13,0.28,0.42,13.03,1872.46,5.45,127.28,6.95,137.52,10.3,11.12,NA,,NA,,,1,1.02,9.65%,8.41%,1.24%
1872-07,5.1,0.28,0.42,12.84,1872.54,5.47,128.41,7.13,139.38,10.51,11.41,NA,,NA,,,1,1.04,10.25%,8.35%,1.90%
1872-08,5.04,0.29,0.42,12.94,1872.63,5.49,125.97,7.17,137.37,10.5,11.45,NA,,NA,,,1,1.04,10.68%,8.32%,2.36%
1872-09,4.95,0.29,0.42,13.03,1872.71,5.51,122.82,7.2,134.59,10.48,11.49,NA,,NA,,,1,1.03,11.37%,8.70%,2.67%
1872-10,4.97,0.29,0.43,12.75,1872.79,5.53,126.07,7.44,138.84,10.78,11.87,NA,,NA,,,1,1.06,10.87%,8.56%,2.31%
1872-11,4.95,0.3,0.43,13.13,1872.88,5.54,121.93,7.31,134.94,10.53,11.65,NA,,NA,,,1,1.03,10.86%,8.98%,1.88%
1872-12,5.07,0.3,0.43,12.94,1872.96,5.56,126.72,7.5,140.94,10.75,11.95,NA,,NA,,,1,1.05,10.59%,8.92%,1.67%
1873-01,5.11,0.3,0.43,12.94,1873.04,5.58,127.72,7.56,142.75,10.81,12.08,NA,,NA,,,1.01,1.05,10.44%,8.91%,1.52%
1873-02,5.15,0.31,0.44,13.23,1873.13,5.57,125.94,7.46,141.46,10.64,11.95,NA,,NA,,,1.01,1.03,10.24%,9.02%,1.21%
1873-03,5.11,0.31,0.44,13.23,1873.21,5.56,124.96,7.52,141.06,10.7,12.08,NA,,NA,,,1.01,1.04,10.56%,9.10%,1.46%
1873-04,5.04,0.31,0.44,13.23,1873.29,5.55,123.25,7.58,139.84,10.76,12.21,NA,,NA,,,1.01,1.05,11.04%,9.18%,1.86%
1873-05,5.05,0.31,0.44,12.94,1873.38,5.54,126.22,7.81,143.95,11.06,12.61,NA,,NA,,,1.01,1.07,10.69%,9.03%,1.66%
1873-06,4.98,0.32,0.45,12.56,1873.46,5.53,128.24,8.11,147.03,11.46,13.14,NA,,NA,,,1.01,1.11,10.93%,9.00%,1.93%
1873-07,4.97,0.32,0.45,12.56,1873.54,5.53,127.98,8.18,147.51,11.52,13.28,NA,,NA,,,1.01,1.12,11.00%,9.20%,1.80%
1873-08,4.97,0.32,0.45,12.56,1873.63,5.52,127.98,8.24,148.31,11.59,13.43,NA,,NA,,,1.01,1.12,10.48%,9.17%,1.31%
1873-09,4.59,0.32,0.45,12.56,1873.71,5.51,118.2,8.3,137.77,11.65,13.58,NA,,NA,,,1.01,1.13,11.59%,9.26%,2.33%
1873-10,4.19,0.33,0.46,12.27,1873.79,5.5,110.41,8.56,129.52,11.99,14.06,NA,,NA,,,1.01,1.16,12.02%,8.99%,3.04%
1873-11,4.04,0.33,0.46,11.89,1873.88,5.49,109.86,8.91,129.75,12.44,14.69,NA,,NA,,,1.01,1.21,12.34%,8.73%,3.61%
1873-12,4.42,0.33,0.46,12.18,1873.96,5.48,117.38,8.76,139.49,12.22,14.52,NA,,NA,,,1.01,1.18,11.23%,8.85%,2.37%
1874-01,4.66,0.33,0.46,12.37,1874.04,5.47,121.85,8.63,145.66,12.03,14.38,NA,,NA,,,1.01,1.17,10.47%,9.00%,1.47%
1874-02,4.8,0.33,0.46,12.37,1874.13,5.44,125.51,8.63,150.89,12.03,14.46,NA,,NA,,,1.01,1.18,10.43%,8.96%,1.47%
1874-03,4.73,0.33,0.46,12.37,1874.21,5.4,123.68,8.63,149.55,12.03,14.54,NA,,NA,,,1.01,1.19,10.54%,8.92%,1.62%
1874-04,4.6,0.33,0.46,12.18,1874.29,5.37,122.16,8.76,148.6,12.22,14.86,NA,,NA,,,1.01,1.22,10.39%,8.95%,1.44%
1874-05,4.48,0.33,0.46,12.08,1874.38,5.34,119.91,8.83,146.76,12.31,15.07,NA,,NA,,,1.01,1.23,9.89%,9.06%,0.84%
1874-06,4.46,0.33,0.46,11.8,1874.46,5.3,122.26,9.05,150.56,12.61,15.53,NA,,NA,,,1.01,1.27,9.22%,8.76%,0.46%
1874-07,4.46,0.33,0.46,11.89,1874.54,5.27,121.28,8.97,150.28,12.51,15.5,NA,,NA,,,1.01,1.27,9.43%,8.93%,0.50%
1874-08,4.47,0.33,0.46,11.8,1874.63,5.24,122.53,9.05,152.76,12.61,15.72,NA,,NA,,,1.01,1.29,9.98%,8.81%,1.17%
1874-09,4.54,0.33,0.46,11.8,1874.71,5.2,124.45,9.05,156.09,12.61,15.82,NA,,NA,,,1.01,1.3,9.57%,8.89%,0.68%
1874-10,4.53,0.33,0.46,11.61,1874.79,5.17,126.21,9.19,159.26,12.82,16.17,NA,,NA,,,1.01,1.33,9.17%,8.80%,0.37%
1874-11,4.57,0.33,0.46,11.51,1874.88,5.14,128.38,9.27,162.97,12.92,16.4,NA,,NA,,,1.01,1.35,9.01%,8.92%,0.09%
1874-12,4.54,0.33,0.46,11.51,1874.96,5.1,127.54,9.27,162.88,12.92,16.5,NA,,NA,,,1.01,1.36,9.18%,9.01%,0.17%
1875-01,4.54,0.33,0.45,11.51,1875.04,5.07,127.54,9.2,163.86,12.69,16.3,NA,,NA,,,1.01,1.37,8.92%,8.97%,-0.05%
1875-02,4.53,0.33,0.44,11.51,1875.13,5.03,127.26,9.13,164.48,12.45,16.1,NA,,NA,,,1.01,1.38,9.15%,8.81%,0.34%
1875-03,4.59,0.32,0.44,11.51,1875.21,4.99,128.94,9.06,167.63,12.22,15.89,NA,,NA,,,1.01,1.39,9.28%,9.03%,0.25%
1875-04,4.65,0.32,0.43,11.61,1875.29,4.95,129.56,8.92,169.4,11.89,15.54,NA,,NA,,,1.01,1.39,9.07%,8.95%,0.12%
1875-05,4.47,0.32,0.42,11.32,1875.38,4.91,127.68,9.07,167.94,11.95,15.72,NA,,NA,,,1.01,1.43,9.35%,8.90%,0.45%
1875-06,4.38,0.32,0.41,11.13,1875.46,4.87,127.25,9.15,168.37,11.91,15.76,NA,,NA,,,1.01,1.47,9.59%,8.94%,0.65%
1875-07,4.39,0.31,0.4,11.13,1875.54,4.83,127.54,9.08,169.76,11.67,15.53,NA,,NA,,,1.01,1.48,9.83%,8.77%,1.05%
1875-08,4.41,0.31,0.39,11.23,1875.63,4.79,127.04,8.93,170.08,11.33,15.17,NA,,NA,,,1.01,1.48,10.46%,8.83%,1.63%
1875-09,4.37,0.31,0.39,11.13,1875.71,4.75,126.96,8.93,170.97,11.19,15.06,NA,,NA,,,1.01,1.5,10.44%,8.83%,1.61%
1875-10,4.3,0.31,0.38,11.13,1875.79,4.71,124.93,8.86,169.22,10.94,14.82,NA,,NA,,,1.01,1.51,11.23%,8.80%,2.43%
1875-11,4.37,0.3,0.37,11.04,1875.88,4.67,128.05,8.86,174.46,10.79,14.7,NA,,NA,,,1.01,1.53,11.50%,8.54%,2.96%
1875-12,4.37,0.3,0.36,10.94,1875.96,4.63,129.17,8.87,176.99,10.64,14.58,NA,,NA,,,1.01,1.56,11.04%,8.16%,2.88%
1876-01,4.46,0.3,0.35,10.85,1876.04,4.59,132.98,8.95,183.24,10.53,14.52,NA,,NA,,,1,1.58,10.95%,8.28%,2.67%
1876-02,4.52,0.3,0.35,10.85,1876.13,4.58,134.77,8.95,186.73,10.34,14.32,NA,,NA,,,1,1.59,11.00%,8.25%,2.75%
1876-03,4.51,0.3,0.34,10.85,1876.21,4.57,134.48,8.95,187.35,10.14,14.12,NA,,NA,,,1,1.6,10.90%,8.35%,2.55%
1876-04,4.34,0.3,0.33,10.75,1876.29,4.56,130.55,9.02,182.93,10.03,14.05,NA,,NA,,,1,1.62,11.19%,8.35%,2.84%
1876-05,4.18,0.3,0.33,10.37,1876.38,4.54,130.35,9.36,183.74,10.19,14.36,NA,,NA,,,1,1.69,11.24%,8.20%,3.04%
1876-06,4.15,0.3,0.32,10.09,1876.46,4.53,133.08,9.62,188.72,10.26,14.55,NA,,NA,,,1,1.74,11.62%,8.00%,3.62%
1876-07,4.1,0.3,0.31,10.09,1876.54,4.52,131.48,9.62,187.58,10.05,14.33,NA,,NA,,,1,1.75,11.76%,7.83%,3.93%
1876-08,3.93,0.3,0.31,10.18,1876.62,4.51,124.85,9.53,179.26,9.74,13.99,NA,,NA,,,1,1.74,12.25%,7.77%,4.48%
1876-09,3.69,0.3,0.3,10.28,1876.71,4.5,116.14,9.44,167.88,9.44,13.65,NA,,NA,,,1,1.74,13.32%,7.84%,5.48%
1876-10,3.67,0.3,0.29,10.47,1876.79,4.49,113.41,9.27,165.05,9.06,13.19,NA,,NA,,,1,1.71,13.84%,8.01%,5.83%
1876-11,3.6,0.3,0.29,10.56,1876.87,4.47,110.24,9.19,161.56,8.78,12.87,NA,,NA,,,1,1.71,14.39%,8.07%,6.32%
1876-12,3.58,0.3,0.28,10.75,1876.96,4.46,107.69,9.02,158.92,8.42,12.43,NA,,NA,,,1,1.68,14.18%,8.10%,6.08%
1877-01,3.55,0.29,0.28,10.94,1877.04,4.45,104.93,8.6,155.91,8.33,12.37,NA,,NA,,,1,1.66,14.04%,8.00%,6.04%
1877-02,3.34,0.28,0.28,10.66,1877.12,4.44,101.37,8.55,151.67,8.6,12.86,NA,,NA,,,1,1.71,14.18%,7.56%,6.61%
1877-03,3.17,0.27,0.29,10.18,1877.21,4.43,100.7,8.66,151.76,9.05,13.64,NA,,NA,,,1,1.8,14.47%,7.05%,7.43%
1877-04,2.94,0.26,0.29,10.47,1877.29,4.42,90.85,8.14,137.93,8.86,13.45,NA,,NA,,,1,1.76,15.87%,7.32%,8.56%
1877-05,2.94,0.25,0.29,10.66,1877.37,4.41,89.23,7.71,136.44,8.75,13.38,NA,,NA,,,1,1.74,16.23%,7.48%,8.75%
1877-06,2.73,0.25,0.29,10.09,1877.46,4.4,87.54,7.86,134.87,9.3,14.33,NA,,NA,,,1,1.84,16.21%,6.99%,9.21%
1877-07,2.85,0.24,0.29,10.18,1877.54,4.4,90.54,7.49,140.44,9.27,14.37,NA,,NA,,,1,1.83,15.63%,7.20%,8.43%
1877-08,3.05,0.23,0.29,9.8,1877.62,4.39,100.65,7.48,157.1,9.68,15.11,NA,,NA,,,1,1.91,13.96%,6.63%,7.32%
1877-09,3.24,0.22,0.3,9.7,1877.71,4.38,107.97,7.25,169.47,9.83,15.43,NA,,NA,,,1,1.94,13.13%,6.63%,6.50%
1877-10,3.31,0.21,0.3,9.7,1877.79,4.37,110.31,6.94,174.04,9.89,15.6,NA,,NA,,,1,1.95,12.35%,6.48%,5.87%
1877-11,3.26,0.2,0.3,9.51,1877.87,4.36,110.81,6.77,175.73,10.14,16.08,NA,,NA,,,1,2,12.37%,6.12%,6.25%
1877-12,3.25,0.19,0.3,9.51,1877.96,4.35,110.47,6.46,176.04,10.2,16.25,NA,,NA,,,1,2,12.07%,5.85%,6.22%
1878-01,3.25,0.19,0.3,9.23,1878.04,4.34,113.89,6.63,182.37,10.54,16.88,NA,,NA,,,1,2.08,11.67%,5.38%,6.30%
1878-02,3.18,0.19,0.3,9.13,1878.12,4.33,112.6,6.67,181.19,10.68,17.19,NA,,NA,,,1,2.11,11.85%,5.39%,6.46%
1878-03,3.24,0.19,0.3,8.94,1878.21,4.32,117.16,6.78,189.44,10.94,17.69,NA,,NA,,,1,2.16,10.97%,5.17%,5.80%
1878-04,3.33,0.19,0.3,8.85,1878.29,4.31,121.71,6.82,197.72,11.09,18.01,NA,,NA,,,1,2.19,10.71%,5.18%,5.53%
1878-05,3.34,0.19,0.3,8.56,1878.37,4.3,126.15,7.02,205.87,11.49,18.75,NA,,NA,,,1,2.28,10.59%,4.96%,5.63%
1878-06,3.41,0.19,0.31,8.37,1878.46,4.29,131.72,7.15,215.93,11.78,19.31,NA,,NA,,,1,2.34,9.89%,4.85%,5.04%
1878-07,3.48,0.18,0.31,8.47,1878.54,4.28,132.91,7.04,218.85,11.68,19.23,NA,,NA,,,1,2.32,9.94%,4.85%,5.09%
1878-08,3.45,0.18,0.31,8.56,1878.62,4.27,130.3,6.92,215.51,11.58,19.16,NA,,NA,,,1,2.31,10.38%,4.97%,5.42%
1878-09,3.52,0.18,0.31,8.56,1878.71,4.26,132.94,6.89,220.83,11.61,19.29,NA,,NA,,,1,2.32,10.42%,4.97%,5.46%
1878-10,3.48,0.18,0.31,8.47,1878.79,4.25,132.91,6.94,221.73,11.77,19.64,NA,,NA,,,1,2.35,10.23%,4.73%,5.50%
1878-11,3.47,0.18,0.31,8.37,1878.87,4.24,134.03,6.98,224.58,11.94,20.01,NA,,NA,,,1,2.39,9.77%,4.49%,5.28%
1878-12,3.45,0.18,0.31,8.18,1878.96,4.23,136.36,7.11,229.47,12.25,20.62,NA,,NA,,,1,2.46,9.37%,4.25%,5.11%
1879-01,3.58,0.18,0.32,8.28,1879.04,4.22,139.87,7.1,236.38,12.34,20.85,NA,,NA,,,1,2.44,9.68%,4.74%,4.94%
1879-02,3.71,0.18,0.32,8.37,1879.12,4.2,143.3,7.08,243.17,12.43,21.09,NA,,NA,,,1,2.42,9.66%,4.97%,4.69%
1879-03,3.65,0.19,0.33,8.28,1879.21,4.19,142.61,7.23,243.01,12.8,21.8,NA,,NA,,,1,2.46,9.61%,4.96%,4.66%
1879-04,3.77,0.19,0.33,8.18,1879.29,4.17,149.01,7.38,254.97,13.17,22.54,NA,,NA,,,1,2.5,9.10%,4.82%,4.29%
1879-05,3.94,0.19,0.34,8.18,1879.37,4.15,155.73,7.44,267.53,13.41,23.03,NA,,NA,,,1,2.52,9.18%,5.06%,4.12%
1879-06,3.96,0.19,0.35,8.09,1879.46,4.14,158.36,7.6,273.14,13.8,23.8,NA,,NA,,,1,2.56,9.17%,4.92%,4.26%
1879-07,4.04,0.19,0.35,8.18,1879.54,4.12,159.68,7.58,276.5,13.87,24.01,NA,,NA,,,1,2.54,8.85%,5.02%,3.83%
1879-08,4.07,0.19,0.36,8.18,1879.62,4.1,160.87,7.64,279.66,14.1,24.51,NA,,NA,,,1,2.55,8.91%,5.00%,3.91%
1879-09,4.22,0.2,0.36,8.47,1879.71,4.09,161.17,7.45,281.27,13.84,24.16,NA,,NA,,,1,2.48,9.01%,5.21%,3.80%
1879-10,4.68,0.2,0.37,8.94,1879.79,4.07,169.23,7.11,296.37,13.32,23.32,NA,,NA,,,1,2.36,8.28%,5.77%,2.51%
1879-11,4.93,0.2,0.37,9.42,1879.87,4.05,169.27,6.81,297.43,12.85,22.58,NA,,NA,,,1,2.25,8.18%,6.31%,1.87%
1879-12,4.92,0.2,0.38,9.7,1879.96,4.04,163.96,6.66,289.07,12.66,22.33,NA,,NA,,,1,2.19,8.33%,6.47%,1.86%
1880-01,5.11,0.21,0.39,9.99,1880.04,4.02,165.42,6.64,292.63,12.6,22.29,NA,,NA,,,1.01,2.14,8.62%,7.03%,1.59%
1880-02,5.2,0.21,0.4,9.99,1880.12,3.99,168.34,6.8,298.79,12.89,22.89,NA,,NA,,,1.01,2.15,8.31%,6.99%,1.33%
1880-03,5.3,0.22,0.41,10.09,1880.21,3.97,169.96,6.89,302.68,13.07,23.27,NA,,NA,,,1.01,2.14,8.13%,7.04%,1.08%
1880-04,5.18,0.22,0.42,9.7,1880.29,3.94,172.62,7.33,308.52,13.89,24.82,NA,,NA,,,1.01,2.24,8.18%,6.59%,1.59%
1880-05,4.77,0.23,0.43,9.42,1880.37,3.91,163.78,7.73,293.86,14.62,26.23,NA,,NA,,,1.01,2.32,9.07%,6.10%,2.97%
1880-06,4.79,0.23,0.44,9.23,1880.46,3.89,167.86,8.06,302.38,15.24,27.46,NA,,NA,,,1.01,2.38,8.71%,5.84%,2.87%
1880-07,5.01,0.24,0.44,9.23,1880.54,3.86,175.56,8.24,317.5,15.57,28.15,NA,,NA,,,1.01,2.39,8.14%,5.80%,2.34%
1880-08,5.19,0.24,0.45,9.23,1880.62,3.83,181.87,8.41,330.18,15.88,28.84,NA,,NA,,,1.01,2.41,7.11%,5.38%,1.73%
1880-09,5.18,0.25,0.46,9.32,1880.71,3.81,179.67,8.5,327.47,16.04,29.24,NA,,NA,,,1.01,2.4,6.93%,5.32%,1.61%
1880-10,5.33,0.25,0.47,9.32,1880.79,3.78,184.87,8.67,338.26,16.36,29.94,NA,,NA,,,1.01,2.41,6.13%,5.28%,0.85%
1880-11,5.61,0.26,0.48,9.42,1880.87,3.75,192.62,8.76,353.77,16.51,30.32,NA,,NA,,,1.01,2.4,5.15%,5.60%,-0.45%
1880-12,5.84,0.26,0.49,9.51,1880.96,3.73,198.51,8.84,365.95,16.66,30.7,NA,,NA,,,1.01,2.39,4.59%,5.66%,-10.08%
1881-01,6.19,0.27,0.49,9.42,1881.04,3.7,212.53,9.1,393.19,16.68,30.86,18.47,,24.14,,-10.05%,1,2.42,4.54%,5.65%,-10.11%
1881-02,6.17,0.27,0.48,9.51,1881.12,3.69,209.73,9.18,389.42,16.37,30.4,18.15,,23.66,,-10.14%,1,2.41,4.68%,5.62%,-0.94%
1881-03,6.24,0.28,0.48,9.51,1881.21,3.69,212.11,9.35,395.28,16.23,30.25,18.27,,23.77,,-10.31%,1,2.42,4.24%,5.49%,-10.25%
1881-04,6.22,0.28,0.47,9.61,1881.29,3.68,209.33,9.42,391.58,15.93,29.8,17.95,,23.31,,-0.75%,1,2.4,4.60%,5.46%,-0.87%
1881-05,6.5,0.29,0.47,9.51,1881.37,3.67,220.94,9.69,414.81,15.95,29.94,18.87,,24.46,,-0.89%,1,2.43,4.12%,5.48%,-10.36%
1881-06,6.58,0.29,0.47,9.51,1881.46,3.67,223.66,9.86,421.46,15.81,29.78,19.03,,24.62,,-0.77%,1,2.44,4.03%,5.73%,-10.70%
1881-07,6.35,0.3,0.46,9.61,1881.54,3.66,213.71,9.93,404.26,15.51,29.34,18.12,,23.4,,-0.40%,1,2.43,4.46%,5.96%,-10.50%
1881-08,6.2,0.3,0.46,9.8,1881.62,3.65,204.61,9.9,388.6,15.07,28.63,17.29,,22.29,,0.21%,1,2.39,5.26%,6.16%,-0.91%
1881-09,6.25,0.31,0.45,10.18,1881.71,3.65,198.55,9.69,378.63,14.37,27.41,16.72,,21.54,,0.56%,1,2.31,6.53%,6.69%,-0.17%
1881-10,6.15,0.31,0.45,10.28,1881.79,3.64,193.56,9.76,370.67,14.11,27.02,16.26,,20.93,,0.67%,1,2.29,6.79%,6.79%,0.00%
1881-11,6.19,0.32,0.44,10.18,1881.87,3.63,196.64,10.01,378.16,14.11,27.14,16.48,,21.19,,0.51%,1,2.32,6.58%,6.82%,-0.23%
1881-12,6.01,0.32,0.44,10.18,1881.96,3.63,190.92,10.17,368.8,13.98,27,15.96,,20.51,,0.49%,1,2.33,7.21%,6.81%,0.40%
1882-01,5.92,0.32,0.44,10.18,1882.04,3.62,188.06,10.17,364.91,13.95,27.07,15.68,,20.14,,0.61%,1,2.34,7.83%,7.08%,0.75%
1882-02,5.79,0.32,0.44,10.28,1882.12,3.62,182.23,10.07,355.22,13.79,26.89,15.15,,19.46,,0.92%,1,2.33,8.18%,7.17%,1.01%
1882-03,5.78,0.32,0.44,10.28,1882.21,3.62,181.92,10.07,356.24,13.77,26.96,15.09,,19.38,,0.80%,1,2.33,8.59%,7.45%,1.14%
1882-04,5.78,0.32,0.44,10.37,1882.29,3.62,180.25,9.98,354.6,13.62,26.79,14.92,,19.15,,0.75%,1,2.32,8.80%,7.68%,1.12%
1882-05,5.71,0.32,0.44,10.47,1882.37,3.62,176.45,9.89,348.75,13.47,26.62,14.57,,18.7,,1.00%,1,2.3,9.02%,7.77%,1.25%
1882-06,5.68,0.32,0.44,10.56,1882.46,3.62,173.94,9.8,345.4,13.32,26.45,14.33,,18.39,,1.27%,1,2.29,9.10%,7.85%,1.25%
1882-07,6,0.32,0.43,10.47,1882.54,3.63,185.41,9.89,369.82,13.42,26.76,15.24,,19.56,,0.91%,1,2.32,8.11%,7.46%,0.65%
1882-08,6.18,0.32,0.43,10.56,1882.62,3.63,189.25,9.8,379.11,13.27,26.58,15.53,,19.91,,0.80%,1,2.3,7.89%,7.41%,0.49%
1882-09,6.24,0.32,0.43,10.28,1882.71,3.63,196.39,10.07,395.1,13.61,27.38,16.08,,20.62,,0.24%,1,2.37,7.21%,7.10%,0.11%
1882-10,6.07,0.32,0.43,10.18,1882.79,3.63,192.83,10.17,389.63,13.71,27.71,15.76,,20.19,,0.49%,1,2.4,7.62%,6.99%,0.62%
1882-11,5.81,0.32,0.43,10.09,1882.87,3.63,186.31,10.26,378.19,13.81,28.04,15.19,,19.47,,0.35%,1,2.43,7.66%,6.61%,1.05%
1882-12,5.84,0.32,0.43,9.99,1882.96,3.63,189.06,10.36,385.51,13.92,28.39,15.38,,19.7,,0.32%,1,2.46,7.24%,6.37%,0.88%
1883-01,5.81,0.32,0.43,9.99,1883.04,3.63,188.08,10.39,385.3,13.84,28.35,15.27,,19.56,,0.36%,1,2.47,7.08%,5.97%,1.12%
1883-02,5.68,0.32,0.43,10.09,1883.12,3.63,182.14,10.32,374.89,13.63,28.05,14.76,,18.9,,0.47%,1,2.45,7.10%,5.94%,1.15%
1883-03,5.75,0.32,0.42,9.99,1883.21,3.63,186.14,10.44,384.91,13.68,28.28,15.05,,19.27,,0.25%,1,2.49,6.72%,6.10%,0.61%
1883-04,5.87,0.32,0.42,9.9,1883.29,3.63,191.85,10.57,398.54,13.73,28.52,15.48,,19.82,,-0.03%,1,2.52,6.52%,6.13%,0.38%
1883-05,5.77,0.32,0.42,9.8,1883.37,3.63,190.42,10.7,397.41,13.78,28.76,15.34,,19.63,,0.15%,1,2.55,5.74%,6.17%,-0.43%
1883-06,5.82,0.33,0.42,9.51,1883.46,3.63,197.83,11.05,414.8,14.11,29.58,15.9,,20.36,,-0.08%,1,2.63,5.09%,6.13%,-10.04%
1883-07,5.73,0.33,0.41,9.32,1883.54,3.63,198.75,11.3,418.7,14.31,30.14,15.95,,20.41,,-0.29%,1,2.7,4.29%,6.19%,-10.90%
1883-08,5.47,0.33,0.41,9.32,1883.62,3.62,189.73,11.33,401.69,14.22,30.11,15.2,,19.45,,0.02%,1,2.7,4.94%,6.62%,-10.68%
1883-09,5.53,0.33,0.41,9.23,1883.71,3.62,193.79,11.48,412.3,14.28,30.38,15.49,,19.83,,-0.20%,1,2.74,5.02%,6.09%,-10.07%
1883-10,5.38,0.33,0.41,9.23,1883.79,3.62,188.53,11.5,403.16,14.19,30.35,15.05,,19.26,,0.21%,1,2.75,5.47%,5.96%,-0.48%
1883-11,5.46,0.33,0.4,9.13,1883.87,3.62,193.33,11.66,415.49,14.25,30.63,15.41,,19.72,,0.26%,1,2.79,5.64%,6.13%,-0.49%
1883-12,5.34,0.33,0.4,9.23,1883.96,3.62,187.13,11.56,404.25,14.02,30.28,14.9,,19.07,,0.36%,1,2.77,5.75%,6.38%,-0.64%
1884-01,5.18,0.33,0.39,9.23,1884.04,3.62,181.52,11.5,394.2,13.75,29.87,14.43,,18.48,,0.42%,1,2.78,6.14%,6.68%,-0.54%
1884-02,5.32,0.33,0.39,9.23,1884.12,3.61,186.43,11.45,406.93,13.49,29.45,14.81,,18.96,,0.26%,1,2.79,6.14%,6.84%,-0.70%
1884-03,5.3,0.33,0.38,9.23,1884.21,3.6,185.73,11.39,407.47,13.23,29.02,14.74,,18.88,,0.30%,1,2.8,6.79%,7.16%,-0.37%
1884-04,5.06,0.32,0.37,9.04,1884.29,3.6,181.05,11.57,399.32,13.24,29.2,14.35,,18.4,,0.43%,1,2.87,7.19%,6.94%,0.25%
1884-05,4.65,0.32,0.36,8.85,1884.37,3.59,169.96,11.76,377.02,13.25,29.39,13.47,,17.27,,0.77%,1,2.94,7.45%,6.73%,0.72%
1884-06,4.46,0.32,0.36,8.85,1884.46,3.58,163.01,11.7,363.78,12.98,28.96,12.91,,16.58,,1.33%,1,2.95,7.74%,6.74%,1.00%
1884-07,4.46,0.32,0.35,8.75,1884.54,3.57,164.78,11.76,369.92,12.84,28.82,13.04,,16.77,,1.08%,1,2.99,7.38%,6.63%,0.74%
1884-08,4.74,0.32,0.34,8.75,1884.62,3.56,175.13,11.7,395.33,12.56,28.36,13.86,,17.83,,0.71%,1,3,6.80%,6.34%,0.46%
1884-09,4.59,0.32,0.33,8.66,1884.71,3.55,171.45,11.77,389.24,12.42,28.2,13.57,,17.47,,0.77%,1,3.05,7.03%,6.09%,0.94%
1884-10,4.44,0.31,0.33,8.56,1884.79,3.55,167.69,11.83,382.94,12.27,28.03,13.27,,17.11,,0.99%,1,3.09,7.21%,6.28%,0.93%
1884-11,4.35,0.31,0.32,8.37,1884.87,3.54,168.03,12.04,386,12.26,28.17,13.3,,17.17,,0.85%,1,3.17,7.17%,6.05%,1.12%
1884-12,4.34,0.31,0.31,8.28,1884.96,3.53,169.57,12.11,391.86,12.11,27.99,13.43,,17.36,,0.67%,1,3.22,7.11%,6.09%,1.02%
