date,regime,crisis_prob,defensive_weight,portfolio_return,equity_return,portfolio_cumret,equity_cumret,prob_bucket
2002-01-31,0.0,0.04481465522040602,0.0,-0.024805554645887202,-0.009798563800861304,0.9751944453541128,0.9902014361991387,Low (0-30%)
2002-02-28,0.0,0.9615622471214983,1.0,0.012158033832345976,-0.017935920578087794,0.9870508924138439,0.9724412618831625,Very High (70-100%)
2002-03-31,0.0,0.3236180335564014,0.05904508389100352,0.04095325684187296,0.03327060334164589,1.027473841126868,1.0047949693803269,Med (30-50%)
2002-04-30,0.0,0.3087128269990879,0.021782067497719826,-0.03438691678317204,-0.05815556408949296,0.9921421836551523,0.9463605511417291,Med (30-50%)
2002-05-31,0.0,0.9892819094769878,1.0,0.002221513959372668,-0.005933711461363234,0.9943462413658246,0.9407451206928374,Very High (70-100%)
2002-06-30,1.0,0.9528794904907909,1.0,0.009345745041412995,-0.07380772109089873,1.0036391478205169,0.8713108672071166,Very High (70-100%)
2002-07-31,1.0,0.865071473830954,1.0,-0.030015683560409477,-0.07881951199169157,0.9735142327506972,0.8026345698607941,Very High (70-100%)
2002-08-31,1.0,0.9332962834613983,1.0,0.0166765088941509,0.006800821652074296,0.9897490515117467,0.8080931444222067,Very High (70-100%)
2002-09-30,1.0,0.9985114894733744,1.0,-0.012895439268382738,-0.10485253996805644,0.9769858027270376,0.7233625256987649,Very High (70-100%)
2002-10-31,1.0,0.7989558631649728,1.0,-0.009527366745373762,0.08228470726627135,0.9676777006794337,0.7828841993732785,Very High (70-100%)
2002-11-30,1.0,0.7862738915562245,1.0,0.0005848026678902814,0.061680905444948086,0.9682436011804489,0.8311732056491655,Very High (70-100%)
2002-12-31,1.0,0.7316701639108806,1.0,0.017406824693680333,-0.05656991486717644,0.9850976478069747,0.7841538081657141,Very High (70-100%)
2003-01-31,1.0,0.9990428922959548,1.0,0.019695479455652382,-0.024594923596185092,1.0044996182911685,0.7648676051662208,Very High (70-100%)
2003-02-28,0.0,0.09577488364575955,0.0,-0.01549741652392504,-0.013478727781929378,0.9889324693083866,0.7545581629269691,Low (0-30%)
2003-03-31,1.0,0.8410679059765961,1.0,-0.01927061081636669,0.0021392465206291345,0.9698751365686762,0.7561723488516229,Very High (70-100%)
2003-04-30,0.0,0.049741684693409956,0.0,0.07843098487470263,0.08461220277343195,1.0459433987352442,0.8201537569643187,Low (0-30%)
2003-05-31,0.0,0.2410882314601353,0.0,0.04475075301827161,0.054835524075889985,1.0927501534431368,0.8651273180502672,Low (0-30%)
2003-06-30,0.0,0.0521613179150531,0.0,0.015939346465567557,0.010652162694192668,1.110167876739169,0.8743427949933292,Low (0-30%)
2003-07-31,0.0,0.163198110405688,0.0,0.026639431901469657,0.018027701413170005,1.139742118290761,0.8901051858342255,Low (0-30%)
2003-08-31,0.0,0.21586360607950142,0.0,0.020070251380412872,0.02062507632506394,1.162617029113701,0.9084636732293916,Low (0-30%)
2003-09-30,0.0,0.5150937234054694,0.5377343085136735,-0.00438748170450246,-0.010905627883500246,1.1575160681691217,0.8985563064634741,High (50-70%)
2003-10-31,0.0,0.2831148300382163,0.0,0.053687561947957485,0.05352640068782599,1.2196602837847077,0.946652791363811,Low (0-30%)
2003-11-30,0.0,0.11488845303913735,0.0,0.017056317485390913,0.010922038822744673,1.2404631968092616,0.9569921699027462,Low (0-30%)
2003-12-31,0.0,0.16403049917957338,0.0,0.040324960019412236,0.050312552282163914,1.2904848256261474,1.0051408884845996,Low (0-30%)
2004-01-31,0.0,0.0896316442691023,0.0,0.022778746535877466,0.019769874552186595,1.3198804523774816,1.0250123977572134,Low (0-30%)
2004-02-29,0.0,0.24020470503398825,0.0,0.024173926483148932,0.0135705219689497,1.3517871453998,1.0389223510194234,Low (0-30%)
2004-03-31,0.0,0.04585083564268793,0.0,0.0065471880554212256,-0.01324545029821289,1.3606375500516337,1.025161356655293,Low (0-30%)
2004-04-30,0.0,0.0921509229264259,0.0,-0.05561200021197249,-0.01892139547154459,1.2849697743297446,1.0057638732038732,Low (0-30%)
2004-05-31,0.0,0.03408222757776756,0.0,0.02162446585070952,0.01712344935970922,1.3127565593339319,1.0229860199545047,Low (0-30%)
2004-06-30,0.0,0.011749843779716464,0.0,0.01607418719604098,0.018501182705347174,1.3338580540114962,1.041912471214699,Low (0-30%)
2004-07-31,0.0,0.21981753176331742,0.0,-0.027388794251041147,-0.03221855552600883,1.2973252902100811,1.008343556407627,Low (0-30%)
2004-08-31,0.0,0.0036726461238165012,0.0,0.018459454673555708,0.002435897724645919,1.3212732076015716,1.0107997781823417,Low (0-30%)
2004-09-30,0.0,0.006630828602552927,0.0,0.02293972905691212,0.010036912307533896,1.351582856994109,1.0209450869164325,Low (0-30%)
2004-10-31,0.0,0.0012598628890747407,0.0,0.02702798782706845,0.012884757095352306,1.3881134220002203,1.034099716369044,Low (0-30%)
2004-11-30,0.0,0.002171980259815847,0.0,0.056787323840978454,0.044517192196748656,1.4669406684233555,1.080134932193248,Low (0-30%)
2004-12-31,0.0,0.07787521961307085,0.0,0.03703636347165965,0.030121597680016432,1.5212708162104422,1.1126703220609049,Low (0-30%)
2005-01-31,0.0,0.06045817427657667,0.0,-0.032117642884904506,-0.022421071186692232,1.472411183404168,1.0877230615626576,Low (0-30%)
2005-02-28,0.0,0.0023831546183638867,0.0,0.03920560118264064,0.020904087774259006,1.530137949037572,1.1104609199156492,Low (0-30%)
2005-03-31,0.0,0.07103580898678434,0.0,-0.02849025592012263,-0.018293350085992754,1.4865439272763998,1.0901468695508187,Low (0-30%)
2005-04-30,0.0,0.13365447950241705,0.0,-0.009659095186402055,-0.018735080029278928,1.472185257984069,1.0697228807061163,Low (0-30%)
2005-05-31,0.0,0.027933544280588876,0.0,0.02178834922299884,0.032224936883954,1.5042617445059767,1.1041946330201924,Low (0-30%)
2005-06-30,0.0,0.01648737315822193,0.0,0.018953281799450914,0.0015152486857030745,1.532772441249732,1.1058677624866367,Low (0-30%)
2005-07-31,0.0,0.0012271081844094118,0.0,0.04843369527091355,0.038261325094965715,1.6070102745888757,1.1481797284591801,Low (0-30%)
2005-08-31,0.0,0.002408493242010158,0.0,-0.0014950874598538414,-0.009374532487111065,1.6046076536794815,1.1374160802936972,Low (0-30%)
2005-09-30,1.0,0.0550558148912321,0.0,0.025075566863772658,0.008025017747556928,1.6448441001894425,1.1465438645244108,Low (0-30%)
2005-10-31,0.0,0.07749532771616342,0.0,-0.03115145899627836,-0.023650739215587913,1.5936048066471207,1.1194272545853117,Low (0-30%)
2005-11-30,0.0,0.021222511944054123,0.0,0.037773561066845485,0.04395270595517076,1.653800935127424,1.168629111544304,Low (0-30%)
2005-12-31,0.0,0.0011557091423839622,0.0,0.01903701396651779,-0.0019138247114643958,1.685284366627285,1.1663925602720937,Low (0-30%)
2006-01-31,0.0,0.031248871213813423,0.0,0.06388195661857521,0.024014082512620494,1.7929436294261323,1.1944024074565744,Low (0-30%)
2006-02-28,0.0,0.00423535904022619,0.0,-0.006194717391445633,0.005725788901355555,1.7818368503430446,1.2012413035049416,Low (0-30%)
2006-03-31,0.0,0.0017694097846053072,0.0,0.023458101854236864,0.016503980335331958,1.8236353606660243,1.2210665663559757,Low (0-30%)
2006-04-30,0.0,0.01990174586538867,0.0,0.024267012868719386,0.012631332447357035,1.8678895434311586,1.2364902640959707,Low (0-30%)
2006-05-31,0.0,0.06640872986351609,0.0,-0.05515922838682861,-0.030120536746296778,1.7648581975036703,1.1992465136598298,Low (0-30%)
2006-06-30,0.0,0.0234730057080979,0.0,0.004907083556737212,0.0026080742445975247,1.7735185041446135,1.2023742376050295,Low (0-30%)
2006-07-31,0.0,0.0037813196301401176,0.0,0.017632592179592545,0.004478401412538524,1.8047902326511565,1.2077589520891199,Low (0-30%)
2006-08-31,0.0,0.02483412562717321,0.0,0.023505483319517923,0.02182276587230292,1.847212699359967,1.2341155929307386,Low (0-30%)
2006-09-30,0.0,0.027533424924043672,0.0,0.01104703576402467,0.02700137488646126,1.867618924113557,1.267438410708689,Low (0-30%)
2006-10-31,0.0,0.12951593058543906,0.0,0.03626168875428747,0.03151643491699563,1.93534194025138,1.3073835508910896,Low (0-30%)
2006-11-30,0.0,0.10240884016437045,0.0,0.030493966600522997,0.019885774366117825,1.9943581927379972,1.3333818851940837,Low (0-30%)
2006-12-31,0.0,0.005002038520476004,0.0,0.018184846860644675,0.013370742022879467,2.0306252910582097,1.3512101903989946,Low (0-30%)
2007-01-31,0.0,0.001003686311828161,0.0,0.01950020335084765,0.015040079477492307,2.0702228971632186,1.371532499053393,Low (0-30%)
2007-02-28,0.0,0.003952585023972178,0.0,-0.013961565069620832,-0.019616962028498608,2.041319345475855,1.3446271980986109,Low (0-30%)
2007-03-31,0.0,0.001248986643283248,0.0,0.013864567796846425,0.0115886099510345,2.0696213559362193,1.360209558226928,Low (0-30%)
2007-04-30,0.0,0.0004876084003223034,0.0,0.029394998318065184,0.044295861982134976,2.1304578722129963,1.4204612130849288,Low (0-30%)
2007-05-31,0.0,0.0008884938843810186,0.0,0.016332590530560367,0.033920012022956136,2.16525376828246,1.4686432745109124,Low (0-30%)
2007-06-30,0.0,0.002310144295308278,0.0,-0.008642350365658642,-0.014620694851668281,2.1465408865864006,1.4471706893483334,Low (0-30%)
2007-07-31,1.0,0.9887409545044171,1.0,0.004226359646192326,-0.031310390892871465,2.1556129403683713,1.4018592093761308,Very High (70-100%)
2007-08-31,1.0,0.9970144884642529,1.0,-0.00631496066484929,0.012832782811312393,2.142000329441305,1.4198489641420928,Very High (70-100%)
2007-09-30,0.0,0.10139507992179461,0.0,0.04646367103397133,0.03871455937193091,2.241525528103124,1.4748177911635465,Low (0-30%)
2007-10-31,0.0,0.10694756359386322,0.0,0.036747068891363685,0.013566126414476853,2.32389502110608,1.4948253557567908,Low (0-30%)
2007-11-30,1.0,0.9858859224708068,1.0,-0.015185858430170302,-0.03873245029289274,2.2886046803089855,1.436927106968385,Very High (70-100%)
2007-12-31,0.0,0.021155914450492575,0.0,-0.012551209397457512,-0.01126010535169486,2.2598799237384264,1.420747156361215,Low (0-30%)
2008-01-31,1.0,0.6119847352811122,0.7799618382027804,-0.009441454347725784,-0.06046124884682702,2.238543370607108,1.3348470089920377,High (50-70%)
2008-02-29,1.0,0.9966505332737562,1.0,0.02507448841749078,-0.02584259288044566,2.2946737004254465,1.3003511011809759,Very High (70-100%)
2008-03-31,1.0,0.6113317026523212,0.7783292566308029,-0.02000263796066119,-0.008941947833133623,2.248774173157986,1.2887234294694576,High (50-70%)
2008-04-30,1.0,0.557170039336206,0.642925098340515,0.01817443080225231,0.04766172643623512,2.2896443637579376,1.3501462130167976,High (50-70%)
2008-05-31,1.0,0.518822554794866,0.5470563869871651,0.010117838195793984,0.01511676759675784,2.3128106149563523,1.3705560595406152,High (50-70%)
2008-06-30,1.0,0.9799986053859944,1.0,-0.0010933379170873724,-0.08357591003924114,2.3102819314159784,1.256010589604712,Very High (70-100%)
2008-07-31,1.0,0.989567544373915,1.0,-0.025442279344747857,-0.008985745447767202,2.2515030931517694,1.2447243981668241,Very High (70-100%)
2008-08-31,0.0,0.08463947693013155,0.0,-0.028014839737933155,0.015453801847894466,2.1884275948276617,1.263960122371334,Low (0-30%)
2008-09-30,1.0,0.9790860106205941,1.0,-0.0259547819662774,-0.09417376930289079,2.131627433754925,1.1449282333990822,Very High (70-100%)
2008-10-31,1.0,0.9816260021591418,1.0,-0.060904137194944814,-0.16518696370723074,2.001802504081007,0.9558010148612043,Very High (70-100%)
2008-11-30,1.0,0.8659839178761713,1.0,0.03942159797138962,-0.06960623475143835,2.080716757615009,0.8892713050451123,Very High (70-100%)
2008-12-31,1.0,0.9453434090408718,1.0,0.0620474374662318,0.0097960655312197,2.209819900518067,0.8979826650243675,Very High (70-100%)
2009-01-31,1.0,0.9622599700336778,1.0,-0.029823910380059975,-0.08211380197885498,2.143914429848943,0.8242458942881121,Very High (70-100%)
2009-02-28,1.0,0.991221929588288,1.0,0.00023430084142442146,-0.10744922344576913,2.144416750803799,0.7356813130184909,Very High (70-100%)
2009-03-31,1.0,0.9775895244271754,1.0,0.00995367494771876,0.08330994131450531,2.165761578093743,0.7969708800322396,Very High (70-100%)
2009-04-30,1.0,0.36149536355987444,0.15373840889968612,0.06824702294863315,0.09934686407324977,2.3135683582151745,0.8761474377211408,Med (30-50%)
